,price,neighbourhood_cleansed,latitude,longitude,room_type,bedrooms,bathrooms_number,accommodates,host_is_superhost,host_listings_count,host_response_rate,review_scores_rating,review_scores_cleanliness,number_of_reviews,reviews_per_month,minimum_nights,availability_365,instant_bookable,Shared_bath_status,host_tenure_years,amenities_count,region_geo,region_median_price,above_local_median
5826,,Alexanderplatz,52.51196,13.42043,Private room,,2.0,2,False,1.0,,4.25,4.75,4,0.06,92,0,False,True,10.0,8.0,Alexanderplatz,142.0,False
5827,,Alexanderplatz,52.52592,13.41227,Entire home/apt,,1.0,2,False,1.0,,4.5,4.0,2,0.03,92,0,True,False,6.0,15.0,Alexanderplatz,142.0,False
5828,,Tiergarten Süd,52.50332,13.36971,Private room,,1.0,2,False,1.0,,5.0,4.85,13,0.22,10,0,False,False,7.0,29.0,Tiergarten Süd,139.0,False
5829,,Frankfurter Allee Süd FK,52.51323,13.467,Private room,,1.0,1,False,1.0,,4.78,4.63,27,0.38,92,0,True,True,6.0,26.0,Frankfurter Allee Süd FK,108.0,False
5830,,Prenzlauer Berg Ost,52.53589,13.43505,Private room,,1.0,2,False,2.0,,5.0,5.0,1,0.01,92,0,False,True,10.0,11.0,Prenzlauer Berg Ost,116.0,False
5831,158.0,Frankfurter Allee Süd FK,52.50889,13.47056,Entire home/apt,2.0,2.0,6,False,3.0,100%,4.67,4.66,98,1.4,3,311,True,False,6.0,35.0,Frankfurter Allee Süd FK,108.0,True
5832,,Halensee,52.49601,13.29459,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,False,False,10.0,13.0,Halensee,84.0,False
5833,80.0,Düsseldorfer Straße,52.48913,13.30258,Entire home/apt,2.0,1.0,2,False,3.0,83%,,,0,,92,173,False,False,12.0,28.0,Altstadt Köpenick,110.0,False
5834,,Frankfurter Allee Nord,52.51595,13.45653,Entire home/apt,2.0,1.0,4,False,1.0,,5.0,4.0,1,0.01,92,0,False,False,13.0,16.0,Frankfurter Allee Nord,104.5,False
5835,,Prenzlauer Berg Südwest,52.53837,13.40863,Entire home/apt,2.0,1.0,4,False,2.0,,,,0,,365,90,False,False,13.0,5.0,Prenzlauer Berg Südwest,144.0,False
5836,,Alexanderplatz,52.52514,13.39934,Private room,,1.0,2,False,1.0,,4.92,4.67,12,0.17,92,0,True,True,10.0,6.0,Alexanderplatz,142.0,False
5837,55.0,Tempelhofer Vorstadt,52.49102,13.42341,Private room,1.0,1.0,1,False,1.0,100%,5.0,5.0,13,0.19,3,27,False,True,13.0,29.0,Tempelhofer Vorstadt,97.5,False
5838,,Volkspark Wilmersdorf,52.47967,13.33144,Private room,,1.0,2,True,1.0,100%,4.91,4.89,190,2.72,2,4,True,True,10.0,45.0,Volkspark Wilmersdorf,89.0,False
5839,70.0,Prenzlauer Berg Südwest,52.53077,13.40658,Entire home/apt,0.0,1.0,1,False,1.0,100%,4.84,4.77,244,3.5,2,63,False,False,10.0,32.0,Prenzlauer Berg Südwest,144.0,False
5840,,Wedding Zentrum,52.54988,13.36442,Entire home/apt,1.0,1.0,3,False,1.0,,5.0,5.0,2,0.03,92,0,False,False,9.0,10.0,Wedding Zentrum,91.0,False
5841,,Alt-Lichtenberg,52.51544,13.48185,Private room,,1.0,2,False,1.0,,5.0,5.0,3,0.04,92,0,True,True,6.0,18.0,Alt-Lichtenberg,109.5,False
5842,,Frankfurter Allee Süd FK,52.50704,13.45505,Private room,,1.0,2,False,1.0,,,,0,,92,0,True,True,8.0,6.0,Frankfurter Allee Süd FK,108.0,False
5843,,Buckow Nord,52.43237,13.46094,Private room,,1.5,2,False,1.0,,,,0,,92,0,True,True,9.0,19.0,Buckow Nord,67.0,False
5844,99.0,Schloß Charlottenburg,52.51088,13.29097,Entire home/apt,2.0,1.0,2,True,5.0,100%,,,0,,92,183,False,False,12.0,13.0,Schloss Charlottenburg,66.0,True
5845,120.0,Karl-Marx-Allee-Süd,52.51178,13.4487,Entire home/apt,1.0,1.0,2,False,1.0,100%,5.0,4.8,5,0.07,5,23,False,False,9.0,59.0,Karl-Marx-Allee Süd,100.0,True
5846,110.0,Buckow,52.42019,13.42569,Entire home/apt,1.0,1.0,2,False,10.0,73%,4.38,4.23,26,0.37,2,364,False,False,11.0,35.0,Buckow,99.0,True
5847,,Tempelhofer Vorstadt,52.48946,13.40399,Private room,,1.0,2,False,1.0,100%,5.0,4.92,13,0.19,5,2,False,False,12.0,25.0,Tempelhofer Vorstadt,97.5,False
5848,,Tempelhofer Vorstadt,52.49015,13.41076,Private room,,1.0,2,False,1.0,,5.0,5.0,2,0.03,92,0,False,True,11.0,15.0,Tempelhofer Vorstadt,97.5,False
5849,,Hakenfelde,52.56088,13.20983,Entire home/apt,,1.0,3,False,1.0,,5.0,5.0,2,0.03,92,0,True,False,6.0,4.0,Hakenfelde,98.5,False
5850,58.0,südliche Luisenstadt,52.49626,13.43332,Private room,1.0,1.0,2,False,1.0,0%,3.5,4.0,2,0.03,5,66,False,True,9.0,16.0,Südliche Luisenstadt,101.0,False
5851,,Tempelhof,52.48396,13.37428,Entire home/apt,2.0,1.0,2,False,2.0,,5.0,5.0,4,0.06,92,0,False,False,12.0,29.0,Tempelhof Nord,101.5,False
5852,,Parkviertel,52.54805,13.34553,Private room,,1.0,2,False,1.0,,4.75,4.25,4,0.06,92,0,False,True,11.0,14.0,Parkviertel,72.0,False
5853,70.0,Rudow,52.42415,13.4987,Private room,2.0,1.0,2,False,3.0,100%,4.9,4.77,31,0.45,5,361,False,True,6.0,20.0,Rudow,72.0,False
5854,85.0,Rudow,52.42546,13.50049,Private room,2.0,1.0,3,False,3.0,100%,4.86,4.79,14,0.21,5,362,False,True,6.0,19.0,Rudow,72.0,True
5855,,Brunnenstr. Süd,52.53473,13.40235,Private room,,1.0,2,False,2.0,,4.58,4.5,12,0.17,92,0,False,True,6.0,16.0,Brunnenstraße Süd,145.5,False
5856,,Neuköllner Mitte/Zentrum,52.48249,13.42605,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,False,False,6.0,15.0,Neuköllner Mitte/Zentrum,93.0,False
5857,,Pankow Süd,52.55733,13.42869,Private room,0.0,1.0,2,False,1.0,,5.0,4.0,1,0.01,92,0,False,True,10.0,8.0,Pankow Süd,83.0,False
5858,,Lankwitz,52.44314,13.34022,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,6.0,9.0,Lankwitz,70.0,False
5859,,Otto-Suhr-Allee,52.51308,13.3177,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,4,0.13,2,0,False,False,9.0,27.0,Otto-Suhr-Allee/Kantstraße,104.0,False
5860,,Parkviertel,52.55251,13.33932,Entire home/apt,1.0,1.0,2,False,1.0,,4.0,4.0,3,0.04,92,0,False,False,6.0,8.0,Parkviertel,72.0,False
5861,372.0,Neuköllner Mitte/Zentrum,52.48057,13.42574,Entire home/apt,2.0,1.0,6,False,9.0,96%,4.56,4.56,25,0.41,1,66,True,False,6.0,45.0,Neuköllner Mitte/Zentrum,93.0,True
5862,,Neuköllner Mitte/Zentrum,52.47052,13.44026,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.89,9,0.13,92,0,False,False,11.0,16.0,Neuköllner Mitte/Zentrum,93.0,False
5863,,Schillerpromenade,52.47789901982328,13.422578971897034,Entire home/apt,1.0,1.0,3,True,1.0,,4.88,4.89,64,0.92,2,0,False,False,12.0,29.0,Schillerpromenade,98.5,False
5864,,Prenzlauer Berg Nord,52.54815,13.42696,Private room,1.0,2.0,2,False,1.0,,,,0,,92,0,True,True,9.0,9.0,Prenzlauer Berg Nord,113.5,False
5865,191.0,Alexanderplatz,52.525131,13.39148,Private room,1.0,1.0,2,False,32.0,93%,4.23,4.36,152,2.17,1,305,True,True,6.0,9.0,Alexanderplatz,142.0,True
5866,,Rixdorf,52.47752,13.44312,Entire home/apt,1.0,1.0,2,False,1.0,,4.67,4.67,9,0.13,92,0,False,False,6.0,15.0,Rixdorf,88.5,False
5867,,Alt  Treptow,52.49013,13.45538,Private room,,1.5,1,False,1.0,,4.0,3.5,2,0.03,92,0,True,True,10.0,19.0,Alt-Treptow,94.0,False
5868,52.0,Friedrichsfelde Süd,52.49958,13.50767,Private room,1.0,1.0,2,False,1.0,,5.0,5.0,5,0.07,92,364,True,False,7.0,58.0,Friedrichsfelde Süd,53.0,False
5869,117.0,Frankfurter Allee Süd FK,52.5077862,13.4670305,Entire home/apt,0.0,1.0,4,False,41.0,96%,4.55,4.47,95,1.35,1,230,True,False,7.0,43.0,Frankfurter Allee Süd FK,108.0,True
5870,90.0,Frankfurter Allee Süd FK,52.5077862,13.4670305,Entire home/apt,0.0,1.0,4,False,41.0,96%,4.51,4.53,116,1.65,1,233,True,False,7.0,42.0,Frankfurter Allee Süd FK,108.0,False
5871,109.0,Frankfurter Allee Süd FK,52.5077862,13.4670305,Entire home/apt,0.0,1.0,4,False,41.0,96%,4.55,4.49,80,1.18,100,229,True,False,7.0,40.0,Frankfurter Allee Süd FK,108.0,True
5872,133.0,Frankfurter Allee Süd FK,52.5077862,13.4670305,Entire home/apt,2.0,1.0,6,False,41.0,96%,4.29,4.35,69,1.01,1,247,True,False,7.0,41.0,Frankfurter Allee Süd FK,108.0,True
5873,153.0,Frankfurter Allee Süd FK,52.5077862,13.4670305,Entire home/apt,2.0,2.0,7,False,41.0,96%,4.57,4.49,148,2.13,1,248,True,False,7.0,41.0,Frankfurter Allee Süd FK,108.0,True
5874,157.0,Frankfurter Allee Süd FK,52.50855,13.47021,Entire home/apt,2.0,2.0,7,False,3.0,100%,4.68,4.7,120,1.71,3,310,True,False,6.0,36.0,Frankfurter Allee Süd FK,108.0,True
5875,211.0,Frankfurter Allee Süd FK,52.50855,13.46883,Entire home/apt,4.0,4.0,13,False,3.0,100%,4.7,4.78,27,0.4,2,305,True,False,6.0,34.0,Frankfurter Allee Süd FK,108.0,True
5876,,Südliche Friedrichstadt,52.49835,13.41037,Entire home/apt,3.0,1.5,9,False,1.0,,,,0,,92,0,False,False,10.0,30.0,Südliche  Friedrichstadt,125.0,False
5877,,südliche Luisenstadt,52.496288,13.442784,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.88,4.93,68,0.97,3,0,False,False,13.0,43.0,Südliche Luisenstadt,101.0,False
5878,54.0,Fennpfuhl,52.52924,13.46055,Private room,1.0,1.0,1,False,1.0,90%,4.25,4.5,4,0.23,1,310,False,True,7.0,10.0,Fennpfuhl,55.0,False
5879,776.0,Brunnenstr. Nord,52.54885,13.39729,Entire home/apt,0.0,1.0,2,False,1.0,,,,0,,100,270,True,False,6.0,7.0,Brunnenstraße Nord,150.0,True
5880,,Neu Lichtenberg,52.50432,13.4915,Entire home/apt,2.0,1.0,5,False,1.0,,5.0,4.83,6,0.09,92,0,False,False,6.0,35.0,Neu-Lichtenberg,101.0,False
5881,78.0,Tiergarten Süd,52.50097,13.36712,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.79,4.64,87,1.28,4,8,False,False,6.0,44.0,Tiergarten Süd,139.0,False
5882,,Kantstraße,52.50985,13.31261,Private room,,1.0,2,False,1.0,,5.0,4.83,18,0.26,4,0,False,True,10.0,28.0,Altstadt Köpenick,100.0,False
5883,47.0,Parkviertel,52.54682,13.35388,Entire home/apt,1.0,1.0,1,False,1.0,,4.67,4.33,3,0.04,92,263,False,False,6.0,23.0,Parkviertel,72.0,False
5884,,Rixdorf,52.47616,13.45273,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,2,0.03,92,0,False,False,14.0,12.0,Rixdorf,88.5,False
5885,,Frankfurter Allee Süd FK,52.49936,13.45712,Entire home/apt,1.0,1.0,2,False,2.0,,,,0,,92,0,True,False,7.0,9.0,Frankfurter Allee Süd FK,108.0,False
5886,,Frankfurter Allee Süd FK,52.49907,13.45927,Entire home/apt,3.0,1.0,4,False,2.0,,,,0,,92,0,False,False,7.0,8.0,Frankfurter Allee Süd FK,108.0,False
5887,,Prenzlauer Berg Süd,52.5336,13.42442,Entire home/apt,1.0,1.0,2,True,1.0,100%,5.0,4.88,25,0.37,10,5,False,False,12.0,38.0,Prenzlauer Berg Süd,125.0,False
5888,,Weißensee Ost,52.55736,13.46803,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,6.0,8.0,Weißensee Ost,83.0,False
5889,,Frankfurter Allee Süd FK,52.51305,13.46696,Entire home/apt,1.0,1.0,2,False,1.0,,4.86,4.86,7,0.1,92,0,False,False,9.0,38.0,Frankfurter Allee Süd FK,108.0,False
5890,73.0,Moabit West,52.52322,13.33176,Private room,1.0,1.0,3,True,1.0,100%,4.95,4.92,125,1.79,2,231,False,False,11.0,39.0,Moabit West,92.0,False
5891,,Brunnenstr. Süd,52.53344,13.40549,Entire home/apt,1.0,1.0,2,False,2.0,,,,0,,92,0,False,False,10.0,5.0,Brunnenstraße Süd,145.5,False
5892,,Alt-Lichtenberg,52.51579,13.48098,Private room,,1.0,2,False,1.0,,4.86,4.93,14,0.25,1,0,False,True,6.0,40.0,Alt-Lichtenberg,109.5,False
5893,,Frankfurter Allee Nord,52.51902,13.46958,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,4,0.06,92,0,False,False,11.0,25.0,Frankfurter Allee Nord,104.5,False
5894,,Reuterstraße,52.49122,13.42859,Entire home/apt,2.0,1.0,5,False,1.0,,5.0,4.0,2,0.03,92,0,False,False,7.0,9.0,Reuterstraße,90.0,False
5895,,Baumschulenweg,52.46671,13.49137,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,88,False,False,12.0,13.0,Baumschulenweg,82.5,False
5896,87.0,Schöneberg-Süd,52.48164,13.35895,Private room,1.0,1.0,2,False,1.0,100%,4.93,4.91,43,0.63,2,242,True,True,11.0,46.0,Schöneberg Südost,103.0,False
5897,,Brunnenstr. Süd,52.53065,13.40009,Entire home/apt,1.0,1.0,3,True,1.0,89%,5.0,5.0,17,0.24,13,0,False,False,13.0,24.0,Brunnenstraße Süd,145.5,False
5898,,Karl-Marx-Allee-Süd,52.51328,13.44616,Entire home/apt,4.0,2.0,8,False,2.0,,5.0,5.0,12,0.18,92,0,True,False,11.0,37.0,Karl-Marx-Allee Süd,100.0,False
5899,,Tempelhofer Vorstadt,52.49425,13.38309,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,6.0,17.0,Tempelhofer Vorstadt,97.5,False
5900,,Frankfurter Allee Nord,52.52107,13.45483,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.97,5.0,63,0.9,3,0,False,False,7.0,39.0,Frankfurter Allee Nord,104.5,False
5901,,Neuköllner Mitte/Zentrum,52.48115,13.4338,Entire home/apt,1.0,1.0,2,True,1.0,,4.97,4.86,58,0.83,3,0,False,False,9.0,36.0,Neuköllner Mitte/Zentrum,93.0,False
5902,,Neuköllner Mitte/Zentrum,52.4636,13.43836,Entire home/apt,1.0,1.0,3,False,1.0,,4.92,5.0,13,0.19,92,0,False,False,8.0,31.0,Neuköllner Mitte/Zentrum,93.0,False
5903,199.0,Prenzlauer Berg Süd,52.53066,13.42345,Entire home/apt,2.0,1.0,3,True,1.0,100%,4.94,4.81,31,0.44,5,16,False,False,12.0,31.0,Prenzlauer Berg Süd,125.0,True
5904,126.0,Brunnenstr. Süd,52.5362,13.39886,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.94,4.94,67,1.1,4,223,True,False,11.0,20.0,Brunnenstraße Süd,145.5,False
5905,,Frankfurter Allee Nord,52.51841,13.47102,Private room,,1.0,2,False,1.0,,4.57,4.29,7,0.1,92,0,False,True,10.0,16.0,Frankfurter Allee Nord,104.5,False
5906,,Frankfurter Allee Süd FK,52.50188,13.45621,Private room,1.0,1.0,1,False,1.0,,5.0,4.0,3,0.04,92,0,False,True,10.0,12.0,Frankfurter Allee Süd FK,108.0,False
5907,,Grünau,52.42096,13.57809,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.67,3,0.04,92,0,False,False,9.0,7.0,Grünau,85.5,False
5908,,Lankwitz,52.43217,13.35791,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,13,0.19,92,0,False,False,6.0,28.0,Lankwitz,70.0,False
5909,,Moabit West,52.53117,13.3258,Entire home/apt,1.0,1.0,2,False,2.0,,5.0,5.0,3,0.04,92,0,False,False,10.0,15.0,Moabit West,92.0,False
5910,,Reuterstraße,52.48728,13.43209,Entire home/apt,1.0,1.0,2,False,2.0,100%,4.89,4.81,27,0.53,3,0,False,False,6.0,41.0,Reuterstraße,90.0,False
5911,,Südliche Friedrichstadt,52.50558,13.40292,Entire home/apt,1.0,1.0,3,False,1.0,,4.6,5.0,5,0.07,92,0,True,False,8.0,24.0,Südliche  Friedrichstadt,125.0,False
5912,52.0,Prenzlauer Berg Süd,52.53566,13.43158,Private room,1.0,1.0,3,True,5.0,100%,4.83,4.55,40,0.84,14,306,False,True,6.0,51.0,Prenzlauer Berg Süd,125.0,False
5913,,Schöneberg-Nord,52.49374,13.35269,Entire home/apt,2.0,2.0,2,False,1.0,,4.6,5.0,5,0.07,720,89,False,False,6.0,15.0,Schöneberg Nordost,85.0,False
5914,,Alt  Treptow,52.48631,13.45569,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,True,False,12.0,19.0,Alt-Treptow,94.0,False
5915,,Britz,52.45321,13.45291,Entire home/apt,1.0,1.0,4,False,1.0,,4.5,4.17,6,0.09,92,0,False,False,10.0,12.0,Britz,97.0,False
5916,,Frankfurter Allee Nord,52.51833,13.45273,Entire home/apt,1.0,1.0,2,False,1.0,,4.75,5.0,8,0.12,92,0,False,False,6.0,28.0,Frankfurter Allee Nord,104.5,False
5917,,Südliche Friedrichstadt,52.50421,13.38413,Private room,,1.0,2,False,1.0,,5.0,5.0,2,0.03,92,0,False,False,10.0,13.0,Südliche  Friedrichstadt,125.0,False
5918,,Prenzlauer Berg Südwest,52.53304,13.41018,Private room,1.0,1.0,1,False,4.0,,,,0,,92,0,False,False,9.0,10.0,Prenzlauer Berg Südwest,144.0,False
5919,,Prenzlauer Berg Südwest,52.53347,13.41035,Private room,1.0,1.0,3,False,4.0,,,,0,,92,0,False,False,9.0,8.0,Prenzlauer Berg Südwest,144.0,False
5920,,Prenzlauer Berg Südwest,52.53494,13.4083,Private room,1.0,1.0,2,False,4.0,,,,0,,92,0,False,True,9.0,10.0,Prenzlauer Berg Südwest,144.0,False
5921,,Rixdorf,52.47998,13.44313,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.4,5,0.13,5,0,False,False,10.0,10.0,Rixdorf,88.5,False
5922,,Friedenau,52.46608,13.32779,Private room,,1.0,1,False,1.0,,,,0,,92,0,False,True,12.0,15.0,Friedenau Ost,110.0,False
5923,,Tempelhofer Vorstadt,52.49484,13.38037,Entire home/apt,1.0,1.0,2,False,2.0,100%,5.0,5.0,1,0.01,92,0,False,False,14.0,11.0,Tempelhofer Vorstadt,97.5,False
5924,,Frankfurter Allee Süd FK,52.51062,13.45858,Entire home/apt,1.0,1.0,4,False,1.0,0%,5.0,5.0,1,0.01,92,222,True,False,12.0,8.0,Frankfurter Allee Süd FK,108.0,False
5925,,Plänterwald,52.47814,13.48187,Entire home/apt,1.0,1.0,2,False,3.0,,5.0,4.8,5,0.07,10,0,False,False,8.0,19.0,Plänterwald,90.5,False
5926,,Ostpreußendamm,52.42445,13.32972,Private room,,1.0,1,False,1.0,,5.0,5.0,1,0.01,4,0,False,True,9.0,11.0,Ostpreußendamm,51.0,False
5927,,Brunnenstr. Nord,52.5464,13.38001,Private room,,1.0,2,False,1.0,,5.0,4.67,6,0.14,92,0,False,True,9.0,15.0,Brunnenstraße Nord,150.0,False
5928,50.0,Tempelhofer Vorstadt,52.48982,13.42324,Private room,1.0,1.0,2,False,2.0,,5.0,4.93,15,0.21,92,364,False,True,8.0,27.0,Tempelhofer Vorstadt,97.5,False
5929,,Neuköllner Mitte/Zentrum,52.47999,13.42852,Entire home/apt,2.0,1.0,5,False,1.0,,4.0,3.0,2,0.05,92,0,False,False,6.0,17.0,Neuköllner Mitte/Zentrum,93.0,False
5930,72.0,Tempelhofer Vorstadt,52.48832,13.38557,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.74,4.63,372,5.37,2,322,False,False,6.0,34.0,Tempelhofer Vorstadt,97.5,False
5931,,Niederschöneweide,52.45517,13.51709,Entire home/apt,,1.0,6,False,1.0,100%,4.75,4.42,12,0.24,2,113,True,False,11.0,22.0,Niederschöneweide,113.5,False
5932,,Südliche Friedrichstadt,52.50509,13.41074,Private room,,1.0,2,False,1.0,,,,0,,92,0,True,False,6.0,10.0,Südliche  Friedrichstadt,125.0,False
5933,,Wedding Zentrum,52.55508,13.37297,Entire home/apt,2.0,1.0,4,False,1.0,,5.0,4.91,11,0.4,5,0,False,False,6.0,15.0,Wedding Zentrum,91.0,False
5934,150.0,Alexanderplatz,52.52239,13.40171,Entire home/apt,2.0,1.5,4,False,6.0,100%,5.0,5.0,5,0.09,28,327,False,False,9.0,24.0,Alexanderplatz,142.0,True
5935,,Schöneberg-Süd,52.4812,13.3611,Entire home/apt,1.0,1.0,3,False,1.0,,5.0,5.0,1,0.01,92,0,False,False,10.0,18.0,Schöneberg Südost,103.0,False
5936,,Fennpfuhl,52.52358096056326,13.475512638688087,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,True,False,7.0,10.0,Fennpfuhl,55.0,False
5937,,Prenzlauer Berg Ost,52.54575,13.44484,Entire home/apt,1.0,1.0,2,False,1.0,,4.83,4.69,29,0.42,4,0,True,False,10.0,47.0,Prenzlauer Berg Ost,116.0,False
5938,,Prenzlauer Berg Südwest,52.53661,13.41932,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,92,0,False,False,13.0,6.0,Prenzlauer Berg Südwest,144.0,False
5939,,Neu Lichtenberg,52.50909,13.50203,Private room,,1.0,2,False,1.0,,4.93,5.0,14,0.2,1,0,False,True,12.0,12.0,Neu-Lichtenberg,101.0,False
5940,85.0,Prenzlauer Berg Ost,52.53984,13.4433,Entire home/apt,1.0,1.0,3,False,1.0,100%,4.83,4.71,48,0.69,65,77,False,False,6.0,45.0,Prenzlauer Berg Ost,116.0,False
5941,,Marienfelde,52.41811,13.36202,Private room,1.0,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,False,False,8.0,10.0,Marienfelde Nord,67.5,False
5942,48.0,Neuköllner Mitte/Zentrum,52.4653,13.43857,Private room,1.0,1.0,1,False,2.0,73%,4.79,4.67,24,0.34,2,6,False,True,11.0,26.0,Neuköllner Mitte/Zentrum,93.0,False
5943,,Alexanderplatz,52.52332,13.40117,Private room,,1.5,1,False,1.0,,4.75,4.63,8,0.11,92,0,True,True,6.0,21.0,Alexanderplatz,142.0,False
5944,,Alexanderplatz,52.52534,13.40897,Private room,,1.0,2,False,1.0,,4.35,4.59,17,0.24,92,0,False,False,6.0,9.0,Alexanderplatz,142.0,False
5945,,Schöneberg-Süd,52.4863,13.35934,Private room,,2.5,2,False,1.0,,,,0,,92,0,False,False,11.0,12.0,Schöneberg Südost,103.0,False
5946,,Weißensee,52.54831,13.44762,Entire home/apt,1.0,1.5,2,False,1.0,,5.0,4.0,2,0.03,92,0,False,False,13.0,18.0,Weißensee,94.5,False
5947,60.0,Karl-Marx-Allee-Nord,52.52929,13.44332,Entire home/apt,1.0,1.0,4,True,7.0,100%,4.59,4.43,346,4.96,2,312,True,False,9.0,43.0,Karl-Marx-Allee Nord,102.0,False
5948,55.0,Karl-Marx-Allee-Nord,52.52904,13.44365,Entire home/apt,1.0,1.0,4,True,7.0,100%,4.68,4.68,366,5.25,2,298,True,False,9.0,42.0,Karl-Marx-Allee Nord,102.0,False
5949,60.0,Prenzlauer Berg Ost,52.53089,13.44484,Entire home/apt,1.0,1.0,4,True,7.0,100%,4.68,4.63,400,5.73,2,273,True,False,9.0,43.0,Prenzlauer Berg Ost,116.0,False
5950,,Neue Kantstraße,52.5046,13.29607,Entire home/apt,1.0,1.0,1,False,1.0,,4.5,4.88,8,0.11,92,0,False,False,7.0,17.0,Altstadt Köpenick,113.0,False
5951,128.0,Friedrichshagen,52.4468,13.61708,Entire home/apt,2.0,2.0,6,False,6.0,67%,5.0,5.0,1,0.02,92,364,False,False,7.0,14.0,Friedrichshagen,128.0,False
5952,,Frankfurter Allee Süd FK,52.50945,13.47404,Private room,,1.0,1,True,2.0,90%,4.95,4.95,42,0.95,3,0,False,False,10.0,46.0,Frankfurter Allee Süd FK,108.0,False
5953,68.0,Düsseldorfer Straße,52.49856,13.33741,Entire home/apt,1.0,1.0,1,True,1.0,,4.8,4.8,45,0.66,92,171,False,False,6.0,35.0,Altstadt Köpenick,110.0,False
5954,,Osloer Straße,52.5521,13.38185,Entire home/apt,2.0,1.0,4,False,1.0,,5.0,5.0,1,0.01,92,0,False,False,6.0,10.0,Osloer Straße,85.0,False
5955,,Kurfürstendamm,52.50029,13.31377,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.67,3,0.04,92,0,False,False,6.0,18.0,Altstadt Köpenick,138.0,False
5956,,Reuterstraße,52.49395,13.42559,Entire home/apt,1.0,1.0,2,False,1.0,100%,5.0,5.0,5,0.24,3,0,False,False,12.0,28.0,Reuterstraße,90.0,False
5957,185.0,Gatow / Kladow,52.46929,13.11815,Entire home/apt,1.0,1.0,2,True,2.0,100%,4.85,4.66,74,1.14,2,28,False,False,9.0,30.0,Gatow/Kladow,88.0,True
5958,,Alexanderplatz,52.5258,13.41281,Private room,,1.0,1,True,2.0,,4.88,4.64,50,0.73,14,0,True,True,6.0,25.0,Alexanderplatz,142.0,False
5959,,südliche Luisenstadt,52.4968,13.43396,Entire home/apt,1.0,1.0,2,False,1.0,,4.43,4.14,7,0.1,92,0,True,False,6.0,18.0,Südliche Luisenstadt,101.0,False
5960,53.0,Osloer Straße,52.55739,13.38791,Entire home/apt,1.0,1.0,2,True,6.0,100%,5.0,5.0,12,0.18,92,297,False,False,11.0,32.0,Osloer Straße,85.0,False
5961,,Alexanderplatz,52.52545,13.38028,Private room,1.0,1.0,2,False,2.0,100%,5.0,5.0,1,0.01,3,0,True,False,7.0,21.0,Alexanderplatz,142.0,False
5962,101.0,Frankfurter Allee Süd FK,52.51107,13.4547,Entire home/apt,1.0,1.0,3,False,1.0,,4.6,4.0,5,0.07,92,364,False,False,10.0,16.0,Frankfurter Allee Süd FK,108.0,False
5963,237.0,Haselhorst,52.55467,13.22443,Entire home/apt,2.0,1.0,6,False,4.0,71%,4.85,4.69,13,0.2,2,364,False,False,10.0,26.0,Haselhorst,236.5,True
5964,,Osloer Straße,52.55875,13.38528,Private room,0.0,0.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,False,True,6.0,11.0,Osloer Straße,85.0,False
5965,,Helmholtzplatz,52.54727,13.41707,Entire home/apt,2.0,1.0,2,True,4.0,100%,,,0,,92,0,False,False,10.0,30.0,Helmholtzplatz,119.0,False
5966,,Parkviertel,52.55506,13.3475,Private room,,1.0,2,False,2.0,,5.0,5.0,1,0.01,92,0,False,True,10.0,24.0,Parkviertel,72.0,False
5967,,Friedenau,52.46856,13.34624,Private room,,1.0,2,False,1.0,,5.0,5.0,1,0.01,92,0,False,True,6.0,24.0,Friedenau Ost,110.0,False
5968,,Karl-Marx-Allee-Süd,52.51162,13.44849,Private room,,1.0,2,False,1.0,,,,0,,92,0,False,True,6.0,12.0,Karl-Marx-Allee Süd,100.0,False
5969,,Helmholtzplatz,52.54174,13.41925,Private room,,0.0,2,False,1.0,,,,0,,92,0,False,True,12.0,8.0,Helmholtzplatz,119.0,False
